item_name,item_category,city,base_price,production_cost,fair_wage_multiplier,sustainability_score,local_demand_index,market_avg_price_city,profit_margin_standard,regulatory_adjustment,marketplace
Face Wash,Cosmetics,Hyderabad,1157.61,631.31,1.3,5.7,0.47,1049.56,0.23,27.52,Own Brand Website
Foundation,Cosmetics,Jaipur,1867.92,1072.5,1.1,9.2,0.79,1775.05,0.26,16.8,Offline Store
Action Figure,Toys,Ahmedabad,1786.43,847.27,1.49,8,0.31,1809.06,0.24,8.91,Offline Store
Fiction Novel,Books,Chennai,1110.61,545.56,1.43,6.8,0.7,1015.66,0.13,18.8,Flipkart
Dumbbells,Fitness Equipment,Lucknow,444.23,244.15,1.43,8.7,0.39,465.72,0.17,21.97,Offline Store
Biography,Books,Ahmedabad,376.04,208.53,1.51,3.7,0.84,372.49,0.26,28.96,Own Brand Website
Sweatshirt,Clothing,Ahmedabad,403.34,242.96,1.18,3.9,0.71,371.72,0.19,20.9,Offline Store
Lipstick,Cosmetics,Mumbai,1049.3,639.15,1.49,9.1,0.66,1002.42,0.2,14.69,Offline Store
Formal Shoes,Footwear,Chennai,529.26,295.71,1.06,7.2,0.83,582.13,0.28,7.25,Amazon
Jeans,Clothing,Hyderabad,408.62,180.44,1.36,3.3,0.91,372.81,0.18,27.35,Amazon
Sneakers,Footwear,Mumbai,1901.92,1026.25,1.32,7.5,0.56,1835.22,0.25,19.88,Offline Store
Face Wash,Cosmetics,Ahmedabad,1015.18,436.77,1.09,6.6,0.7,1047.16,0.28,25.41,Flipkart
Sandals,Footwear,Bangalore,367.45,234.55,1.42,8.8,0.85,356.1,0.15,18.82,Offline Store
Sandals,Footwear,Delhi,667.35,336.95,1.09,9.9,0.5,704.73,0.3,29.23,Offline Store
Air Fryer,Kitchen Appliances,Hyderabad,1304.38,732.54,1.22,9,0.52,1201.78,0.16,12.88,Flipkart
Remote Car,Toys,Hyderabad,1465.12,660.57,1.22,3.5,0.85,1530.98,0.19,15.75,Own Brand Website
Foundation,Cosmetics,Jaipur,416.11,214.44,1.55,4,0.8,378.43,0.16,26.17,Amazon
Microwave Oven,Kitchen Appliances,Jaipur,945.47,577.5,1.11,7.8,0.83,1003.19,0.19,27.6,Flipkart
Self-Help Book,Books,Bangalore,1192.45,769.56,1.17,4.5,0.79,1227.42,0.24,10.91,Offline Store
Toaster,Kitchen Appliances,Jaipur,859.28,410.32,1.09,4.4,0.95,813.57,0.13,22.42,Amazon
Action Figure,Toys,Chennai,1244.07,776.06,1.41,4.6,0.63,1163.61,0.15,29.67,Flipkart
Curtain,Home Decor,Ahmedabad,1484.49,942.44,1.07,5.7,0.66,1380.48,0.27,8.49,Flipkart
Headphones,Electronics,Lucknow,1309.36,741.04,1.52,5.2,0.48,1400.08,0.14,23.65,Own Brand Website
Dumbbells,Fitness Equipment,Delhi,463.18,306.95,1.51,8.5,0.62,420,0.13,16.42,Amazon
Children Book,Books,Lucknow,182.93,76.66,1.12,4.8,0.79,166.39,0.3,11.85,Flipkart
Laptop,Electronics,Kolkata,708.38,336.03,1.38,3.1,0.36,651.54,0.23,13.24,Flipkart
Dry Fruits,Groceries,Mumbai,931.24,637.89,1.16,3.5,0.59,868.67,0.13,15.25,Own Brand Website
Kurta,Clothing,Mumbai,1372.34,648.92,1.53,5.5,0.91,1370.25,0.25,26.23,Offline Store
Puzzle,Toys,Mumbai,1106.47,724.85,1.26,5.5,0.82,1049.21,0.24,6.93,Own Brand Website
Treadmill,Fitness Equipment,Lucknow,1307.69,892.59,1.3,5.9,0.65,1365.11,0.17,5,Offline Store
Curtain,Home Decor,Ahmedabad,1053.96,554.15,1.34,8,0.48,1055.07,0.15,16.48,Offline Store
Toaster,Kitchen Appliances,Pune,754.62,385.39,1.37,7.8,0.31,811.46,0.17,21.09,Flipkart
Laptop,Electronics,Jaipur,332.55,190.03,1.42,4.1,0.89,349.67,0.21,9.15,Amazon
Flip Flops,Footwear,Kolkata,1744.55,733.74,1.11,7.9,0.47,1730.36,0.21,16.46,Amazon
Treadmill,Fitness Equipment,Jaipur,259.4,161.15,1.18,8.2,0.86,261.29,0.24,5.92,Own Brand Website
Sandals,Footwear,Bangalore,169.82,77.97,1.25,4.3,0.71,162.24,0.27,19.02,Flipkart
Flip Flops,Footwear,Kolkata,818.35,546.6,1.51,8.7,0.77,837.04,0.17,15.57,Own Brand Website
Laptop,Electronics,Hyderabad,1329.54,600.77,1.51,9.6,0.36,1202.56,0.13,24,Amazon
Flip Flops,Footwear,Delhi,304.87,155.99,1.08,6,0.69,312.71,0.2,28.45,Own Brand Website
Organic Rice,Groceries,Lucknow,1109.16,729.57,1.6,4.6,0.47,1114.01,0.14,19.1,Offline Store
Curtain,Home Decor,Delhi,1400.34,585.51,1.42,4.1,0.49,1467.22,0.13,18.29,Amazon
Sweatshirt,Clothing,Pune,1219.43,547.9,1.2,7.2,0.6,1258.45,0.27,8.38,Offline Store
Cold Pressed Oil,Groceries,Delhi,234.2,140.52,1.47,6.1,0.56,238.73,0.21,17.25,Flipkart
Self-Help Book,Books,Pune,1655.54,748.39,1.42,8.2,0.89,1802.92,0.2,15.84,Own Brand Website
Yoga Mat,Fitness Equipment,Kolkata,1057.43,655.37,1.06,4.2,0.89,993.02,0.15,28.49,Amazon
Organic Rice,Groceries,Ahmedabad,659.13,321.08,1.56,5.6,0.62,667.09,0.27,6.94,Flipkart
Board Game,Toys,Bangalore,595.63,343.14,1.29,4.9,0.57,651.17,0.1,8.67,Flipkart
Green Tea,Groceries,Pune,135.44,78.29,1.06,6.2,0.86,124.53,0.17,14.45,Offline Store
Toaster,Kitchen Appliances,Mumbai,788.28,487.35,1.05,8.5,0.85,777.47,0.28,14.53,Flipkart
Foundation,Cosmetics,Jaipur,1419.97,733.62,1.07,3.6,0.59,1559.15,0.14,27.39,Amazon
Perfume,Cosmetics,Delhi,1846.85,965.71,1.3,6.5,0.8,1707.87,0.17,9.27,Offline Store
Headphones,Electronics,Lucknow,1768.99,745.02,1.46,6.1,0.76,1906.93,0.17,10.68,Flipkart
Sandals,Footwear,Ahmedabad,1335.42,933.8,1.45,8.6,0.71,1300.21,0.23,8.21,Own Brand Website
Lipstick,Cosmetics,Delhi,1028.75,588.36,1.55,9.4,0.34,1055.88,0.26,18.41,Flipkart
Puzzle,Toys,Lucknow,281.77,132.38,1.22,7.6,0.34,284.57,0.12,14.88,Offline Store
Rug,Home Decor,Hyderabad,908.56,486.58,1.44,3.6,0.47,934.2,0.29,20.52,Amazon
Bluetooth Speaker,Electronics,Lucknow,1778.4,1228.02,1.54,9.8,0.81,1916.1,0.2,13.64,Flipkart
Wall Art,Home Decor,Mumbai,1999.45,858.42,1.58,6,0.31,2120.62,0.19,24.97,Offline Store
Foundation,Cosmetics,Mumbai,185.15,128.17,1.42,3.3,0.3,188.63,0.3,18.1,Offline Store
Flip Flops,Footwear,Chennai,772.4,526.53,1.59,8.5,0.77,695.48,0.16,28.13,Amazon
Jeans,Clothing,Jaipur,799.46,400.03,1.35,6.1,0.86,732.58,0.23,22.43,Amazon
Mixer Grinder,Kitchen Appliances,Hyderabad,1772.21,929.94,1.21,7.4,0.77,1655.59,0.13,11.59,Offline Store
Honey,Groceries,Kolkata,571.04,357.01,1.34,6.8,0.31,627.49,0.27,16.09,Amazon
T-shirt,Clothing,Bangalore,227.08,138.13,1.34,7.7,0.74,211.4,0.17,5.44,Amazon
Microwave Oven,Kitchen Appliances,Chennai,1966.3,1262.25,1.56,3.3,0.63,2063.61,0.12,24.43,Amazon
Organic Rice,Groceries,Jaipur,1330.25,925.17,1.13,7.4,0.92,1395.08,0.17,7.98,Amazon
Action Figure,Toys,Bangalore,1931.16,814.12,1.59,5.1,0.86,1952.14,0.28,15.67,Own Brand Website
Fiction Novel,Books,Pune,1714.63,808.47,1.31,8.9,0.38,1793.03,0.19,17.83,Offline Store
Toaster,Kitchen Appliances,Hyderabad,1200.16,579.31,1.1,3.1,0.58,1144.68,0.23,22.9,Flipkart
Bluetooth Speaker,Electronics,Lucknow,1057.12,619.14,1.36,3,0.85,964,0.18,7.78,Offline Store
Jeans,Clothing,Bangalore,1358.4,676.04,1.09,3.3,0.45,1403.84,0.24,8.21,Amazon
Green Tea,Groceries,Chennai,364.31,210.56,1.58,6.9,0.76,369.8,0.12,28.66,Offline Store
Green Tea,Groceries,Hyderabad,236.77,148.68,1.59,5.2,0.41,239.9,0.26,28.74,Own Brand Website
Green Tea,Groceries,Delhi,1417.98,710.07,1.32,8.3,0.81,1297.29,0.22,29.18,Amazon
Textbook,Books,Delhi,1591.99,640.29,1.17,6.1,0.76,1609.58,0.12,23.46,Amazon
Jacket,Clothing,Pune,1693.56,781.96,1.09,8.5,0.72,1796.36,0.21,15.71,Amazon
Smartphone,Electronics,Chennai,1929.85,1223.5,1.28,9.4,0.95,1855.84,0.28,6.13,Amazon
Wall Art,Home Decor,Hyderabad,507.26,227.39,1.25,6.9,0.77,548.13,0.13,19.46,Own Brand Website
Sandals,Footwear,Ahmedabad,1153.92,620.28,1.43,6.6,0.66,1247,0.27,19.43,Own Brand Website
Lipstick,Cosmetics,Ahmedabad,396.8,272.84,1.39,8.7,0.34,428.29,0.24,22.14,Flipkart
Foundation,Cosmetics,Lucknow,309.21,189.81,1.09,3.4,0.51,279.72,0.13,23.15,Own Brand Website
Biography,Books,Bangalore,1686.36,765.37,1.5,6.4,0.92,1564.71,0.11,26.13,Amazon
Remote Car,Toys,Delhi,787.77,423.15,1.33,8.8,0.35,795.82,0.19,13.51,Offline Store
Toaster,Kitchen Appliances,Ahmedabad,761.45,517.1,1.2,6.2,0.62,794.93,0.2,20.53,Offline Store
Remote Car,Toys,Kolkata,857.78,528.04,1.31,4.6,0.83,903.32,0.23,18.05,Amazon
Table Clock,Home Decor,Ahmedabad,496.14,327.7,1.1,5.7,0.85,505.62,0.19,24.78,Offline Store
Laptop,Electronics,Hyderabad,1980.08,904.19,1.08,6.2,0.49,2046.12,0.2,17.48,Amazon
Air Fryer,Kitchen Appliances,Hyderabad,774.47,358.74,1.17,5.7,0.74,749.25,0.17,15.63,Offline Store
Lipstick,Cosmetics,Chennai,1982.64,847.32,1.21,5,0.93,1945.83,0.21,9.95,Offline Store
Wall Art,Home Decor,Chennai,124.15,62.3,1.4,7.8,0.79,133.11,0.12,7.07,Own Brand Website
Headphones,Electronics,Chennai,1596.6,847.36,1.57,9.6,0.39,1657.66,0.11,15.09,Own Brand Website
Flip Flops,Footwear,Pune,1699.25,914.69,1.07,4.7,0.36,1668.06,0.24,21.51,Amazon
Board Game,Toys,Chennai,1465.99,755.2,1.2,3.4,0.91,1354.07,0.14,5.63,Amazon
Air Fryer,Kitchen Appliances,Mumbai,702.62,453.65,1.23,7.7,0.93,757.78,0.14,13.98,Offline Store
Resistance Bands,Fitness Equipment,Chennai,1527.17,1058.78,1.44,4.8,0.39,1525.69,0.14,10.69,Amazon
Wall Art,Home Decor,Kolkata,1305.42,723.79,1.12,4.1,0.31,1232.23,0.28,24.83,Offline Store
Flip Flops,Footwear,Kolkata,888.09,552.91,1.27,8.5,0.42,826.37,0.12,11.05,Flipkart
Yoga Mat,Fitness Equipment,Jaipur,378,241.77,1.18,6.6,0.79,391.39,0.14,6.93,Own Brand Website
Rug,Home Decor,Bangalore,1832.35,1074.85,1.44,5.7,0.46,1843.57,0.12,25,Amazon
Sandals,Footwear,Chennai,1343.56,844.41,1.36,7,0.69,1419.92,0.15,22.04,Flipkart
Table Clock,Home Decor,Bangalore,1150.14,630.89,1.35,4.9,0.32,1209.75,0.28,17.02,Offline Store
Headphones,Electronics,Kolkata,1692.01,958.65,1.56,6.6,0.43,1817.26,0.26,14.95,Own Brand Website
Kurta,Clothing,Hyderabad,1699.63,684.47,1.49,7.8,0.55,1798.75,0.13,10.08,Own Brand Website
Biography,Books,Mumbai,1113.8,739.91,1.12,6.9,0.79,1168.01,0.23,28.52,Flipkart
Kurta,Clothing,Delhi,1016.06,674.74,1.39,8.2,0.6,948.52,0.12,22.06,Own Brand Website
Rug,Home Decor,Jaipur,815.3,464.92,1.46,8.5,0.63,785.05,0.26,15.38,Own Brand Website
Lipstick,Cosmetics,Kolkata,1879.79,1216.92,1.46,4.7,0.54,2010.99,0.1,24.54,Own Brand Website
Sandals,Footwear,Hyderabad,867.89,555.28,1.35,6.7,0.76,921.06,0.24,16.27,Own Brand Website
Cold Pressed Oil,Groceries,Mumbai,709.59,463.85,1.34,8.5,0.95,730.01,0.16,26.64,Offline Store
Air Fryer,Kitchen Appliances,Pune,619.98,296.43,1.09,3.5,0.86,586.59,0.12,13.81,Offline Store
Doll,Toys,Jaipur,1455.73,730.62,1.22,6.4,0.31,1453.13,0.3,24.98,Flipkart
Lipstick,Cosmetics,Mumbai,233.93,139.53,1.3,8.8,0.36,221.43,0.26,26.23,Amazon
Board Game,Toys,Mumbai,1105.7,448.81,1.54,5.7,0.33,1176.2,0.18,9.75,Own Brand Website
Sweatshirt,Clothing,Chennai,1623,872.06,1.38,8.8,0.64,1496.56,0.29,12.16,Offline Store
Smartphone,Electronics,Bangalore,1989.07,799.22,1.32,7.9,0.89,2100.59,0.15,11.08,Own Brand Website
Fiction Novel,Books,Ahmedabad,777.51,336.79,1.42,9.6,0.72,782.7,0.2,19.82,Own Brand Website
Doll,Toys,Mumbai,1450.16,925.93,1.43,7.9,0.92,1565.98,0.26,6.08,Own Brand Website
Smartphone,Electronics,Chennai,1370.85,735.45,1.39,7.8,0.76,1472.14,0.28,20.17,Offline Store
Biography,Books,Delhi,1798.91,1132.21,1.16,3.2,0.31,1830.08,0.2,22.41,Offline Store
Cold Pressed Oil,Groceries,Bangalore,1701.37,764.48,1.52,3.7,0.87,1820.63,0.24,12.5,Offline Store
Face Wash,Cosmetics,Chennai,277.49,175.77,1.17,6.1,0.65,287.78,0.2,22.36,Offline Store
Jacket,Clothing,Lucknow,1646.67,1010.92,1.21,9.3,0.66,1635.27,0.22,17.08,Offline Store
Action Figure,Toys,Delhi,1534.71,807.56,1.48,8.3,0.48,1410.69,0.27,9.22,Amazon
Headphones,Electronics,Ahmedabad,159.25,82.92,1.19,4.5,0.41,167.19,0.26,6.16,Offline Store
Jeans,Clothing,Hyderabad,1138.94,501.75,1.32,5.4,0.43,1241,0.29,19.1,Flipkart
Boots,Footwear,Mumbai,457.3,262.94,1.56,5.6,0.39,475.01,0.23,5.03,Own Brand Website
Green Tea,Groceries,Mumbai,1721.85,1030.05,1.16,3,0.93,1809.55,0.17,15.82,Offline Store
Lamp,Home Decor,Chennai,1123.83,691.82,1.15,4.4,0.33,1233.02,0.28,18.82,Offline Store
Children Book,Books,Lucknow,917.52,432.36,1.38,7.8,0.75,826.95,0.24,26.66,Offline Store
Honey,Groceries,Mumbai,318.34,199.48,1.5,4.9,0.76,292.67,0.23,17.76,Flipkart
Jacket,Clothing,Hyderabad,1714.72,918.39,1.29,9.5,0.91,1555.5,0.2,9.02,Amazon
Remote Car,Toys,Lucknow,620.04,371.93,1.12,3.1,0.77,637.57,0.28,18.56,Flipkart
Dry Fruits,Groceries,Lucknow,1896.13,1105.05,1.26,7.3,0.79,1838.31,0.17,20.75,Flipkart
Dry Fruits,Groceries,Mumbai,965.62,538.9,1.59,3.3,0.72,1047.29,0.15,10.3,Own Brand Website
Mixer Grinder,Kitchen Appliances,Delhi,789.7,333.43,1.36,7.5,0.83,721.18,0.19,24.61,Flipkart
T-shirt,Clothing,Jaipur,1559.77,658.37,1.06,8.5,0.39,1584.04,0.12,12.39,Offline Store
Green Tea,Groceries,Bangalore,400.27,248.53,1.42,3.9,0.34,397.58,0.14,5.2,Flipkart
Bluetooth Speaker,Electronics,Kolkata,602.12,279.73,1.43,9,0.45,568.77,0.18,9.31,Offline Store
Sneakers,Footwear,Jaipur,1898.95,898.31,1.1,6.9,0.65,1949.05,0.29,13.09,Amazon
Sunscreen,Cosmetics,Kolkata,783.19,392.47,1.4,7.2,0.64,761.94,0.19,24.81,Amazon
Action Figure,Toys,Mumbai,1257.57,773.27,1.2,9.4,0.32,1281.64,0.26,26.66,Flipkart
Green Tea,Groceries,Ahmedabad,707.15,380.39,1.07,8.5,0.38,696.98,0.3,27.94,Own Brand Website
Lamp,Home Decor,Kolkata,727.04,339.65,1.19,7.8,0.77,685.82,0.15,13.08,Offline Store
Puzzle,Toys,Mumbai,923.04,623.27,1.06,7.5,0.86,964.27,0.14,16.92,Own Brand Website
Rug,Home Decor,Bangalore,1829.53,795.32,1.59,4,0.39,1944.01,0.27,5.95,Own Brand Website
Laptop,Electronics,Hyderabad,419.78,287.36,1.2,3.1,0.47,439.55,0.28,8.88,Amazon
Bluetooth Speaker,Electronics,Chennai,526.39,280.28,1.46,7.6,0.51,480.74,0.15,10.49,Amazon
Smartphone,Electronics,Lucknow,140,96.95,1.19,8.9,0.62,153.22,0.13,7.77,Amazon
Lipstick,Cosmetics,Pune,104.68,64.43,1.22,9.1,0.71,106.3,0.2,11.45,Amazon
Action Figure,Toys,Hyderabad,222.91,118.83,1.1,9.3,0.84,228.25,0.19,16.35,Offline Store
Dumbbells,Fitness Equipment,Mumbai,982.58,612.78,1.12,6.7,0.83,984.57,0.1,11.12,Amazon
Formal Shoes,Footwear,Bangalore,1370.31,932.17,1.54,8.8,0.92,1309.99,0.1,13.86,Amazon
Cold Pressed Oil,Groceries,Bangalore,1196.32,592.11,1.07,6.6,0.43,1250.77,0.12,28.95,Offline Store
Board Game,Toys,Kolkata,1765.69,1169.16,1.48,7.4,0.33,1823.05,0.25,8.27,Flipkart
Electric Kettle,Kitchen Appliances,Bangalore,1269.94,690.42,1.31,4.4,0.78,1377.92,0.26,14.23,Own Brand Website
Fiction Novel,Books,Delhi,1969.94,1003.19,1.18,9.8,0.81,2072.87,0.12,9.8,Offline Store
Bluetooth Speaker,Electronics,Lucknow,135.18,85.57,1.2,3.9,0.42,139,0.19,28.53,Own Brand Website
Green Tea,Groceries,Pune,795.19,517,1.35,7.9,0.41,834.79,0.12,22.28,Amazon
Electric Kettle,Kitchen Appliances,Kolkata,984.48,461.29,1.31,9,0.4,919.43,0.21,20.63,Own Brand Website
Rug,Home Decor,Kolkata,898.38,431.15,1.09,3.3,0.33,970.48,0.13,12.38,Flipkart
Children Book,Books,Bangalore,1973.2,1338.31,1.07,6.9,0.71,1797.24,0.25,29.7,Own Brand Website
Sweatshirt,Clothing,Delhi,915.82,489.8,1.41,8.2,0.81,838.45,0.26,26.6,Own Brand Website
Exercise Bike,Fitness Equipment,Chennai,185.93,76.55,1.35,6.5,0.94,178.28,0.22,17.67,Amazon
Foundation,Cosmetics,Bangalore,1117.89,668.39,1.35,3,0.85,1051.07,0.15,21.2,Flipkart
Flip Flops,Footwear,Kolkata,1007.73,576.77,1.32,5.9,0.61,935.39,0.29,19.37,Flipkart
Flip Flops,Footwear,Mumbai,644.95,395.9,1.53,5.1,0.51,637.02,0.14,25.24,Flipkart
Formal Shoes,Footwear,Jaipur,1209.94,504.68,1.6,7,0.88,1210.33,0.22,16.36,Amazon
Sneakers,Footwear,Ahmedabad,903.25,420.46,1.58,4.3,0.64,828.66,0.3,18.89,Own Brand Website
Kurta,Clothing,Jaipur,1647.71,937.35,1.49,6.7,0.59,1633.18,0.1,14.27,Amazon
Resistance Bands,Fitness Equipment,Hyderabad,1908.69,1150.32,1.56,4.4,0.62,1730.98,0.24,24.6,Own Brand Website
Cold Pressed Oil,Groceries,Bangalore,1520.82,647.92,1.19,7.6,0.79,1452.14,0.18,13.78,Own Brand Website
Face Wash,Cosmetics,Ahmedabad,108.67,62.26,1.42,4.9,0.75,103.08,0.24,16.43,Offline Store
Remote Car,Toys,Chennai,1756.68,989.75,1.15,8.8,0.81,1610.6,0.11,8.41,Own Brand Website
Honey,Groceries,Pune,1706.1,846.42,1.33,7.2,0.78,1818.69,0.2,15.39,Own Brand Website
Dumbbells,Fitness Equipment,Mumbai,472.29,274.99,1.35,5,0.59,494.93,0.23,17.04,Own Brand Website
Textbook,Books,Mumbai,617.4,370.69,1.4,6.2,0.46,577.25,0.17,27.72,Amazon
Fiction Novel,Books,Pune,1532.38,1022.59,1.51,6.2,0.64,1431.12,0.24,15.55,Flipkart
Textbook,Books,Jaipur,406.41,174.19,1.43,6.4,0.31,432.79,0.22,5.96,Offline Store
Sunscreen,Cosmetics,Kolkata,678.9,418.69,1.08,8.2,0.63,717.31,0.27,24.19,Own Brand Website
Rug,Home Decor,Ahmedabad,248.34,133.63,1.23,6.6,0.93,229.68,0.27,29.77,Flipkart
Electric Kettle,Kitchen Appliances,Chennai,1981.04,1265.9,1.31,4.2,0.7,2024.77,0.16,20.42,Offline Store
Sweatshirt,Clothing,Delhi,321.44,189.71,1.54,6.3,0.8,330.16,0.1,8.05,Flipkart
Smartphone,Electronics,Chennai,1572.19,647.96,1.58,9.3,0.54,1512.57,0.22,20.29,Amazon
Board Game,Toys,Kolkata,269.16,125.06,1.4,8.6,0.42,280.03,0.27,7.95,Own Brand Website
Formal Shoes,Footwear,Lucknow,934.3,612.12,1.25,4.9,0.78,915.76,0.24,8.16,Offline Store
T-shirt,Clothing,Pune,1151.67,591.77,1.6,7.1,0.74,1066.68,0.3,6.29,Amazon
Exercise Bike,Fitness Equipment,Hyderabad,234.59,99.17,1.53,8.1,0.93,214.25,0.24,18.33,Flipkart
Dry Fruits,Groceries,Mumbai,1314.36,727.99,1.42,9.3,0.68,1418.57,0.26,26.62,Offline Store
Dumbbells,Fitness Equipment,Pune,1352.58,751.47,1.09,8.8,0.46,1227.24,0.2,20.81,Flipkart
Sneakers,Footwear,Ahmedabad,1357.48,815.73,1.41,8.7,0.8,1442.41,0.19,6.57,Own Brand Website
Wall Art,Home Decor,Pune,1315.19,609.02,1.52,8.1,0.8,1259.01,0.23,18.2,Amazon
Lamp,Home Decor,Kolkata,610.06,392.68,1.35,4.3,0.5,576.76,0.16,9.7,Amazon
Table Clock,Home Decor,Chennai,805.16,489.69,1.58,4.5,0.49,724.99,0.15,15.46,Flipkart
Exercise Bike,Fitness Equipment,Jaipur,977.3,469.01,1.13,6.9,0.57,962.89,0.28,19.04,Own Brand Website
Green Tea,Groceries,Ahmedabad,837.84,398.93,1.29,9,0.93,817.27,0.14,27.86,Own Brand Website
Foundation,Cosmetics,Pune,374.43,183.18,1.16,7,0.57,358.49,0.25,21.6,Amazon
Doll,Toys,Chennai,1991.47,982.98,1.51,5.1,0.31,1852.42,0.2,25.25,Offline Store
Cold Pressed Oil,Groceries,Chennai,209.08,135.82,1.44,3.2,0.37,191.33,0.24,19.03,Own Brand Website
Treadmill,Fitness Equipment,Ahmedabad,781.83,333.45,1.27,7.8,0.36,837.59,0.11,20.2,Amazon
Sunscreen,Cosmetics,Hyderabad,459.38,196.38,1.25,7.7,0.38,457.15,0.18,15.69,Amazon
Puzzle,Toys,Bangalore,1892.49,955.16,1.6,6.8,0.85,1835.29,0.12,7.11,Offline Store
Headphones,Electronics,Hyderabad,1190.88,808.58,1.09,7.8,0.67,1227.14,0.14,6.76,Flipkart
Face Wash,Cosmetics,Mumbai,241.98,114.7,1.17,3.9,0.47,243.62,0.29,28.06,Flipkart
Table Clock,Home Decor,Hyderabad,616.26,258.74,1.6,6.3,0.94,620.9,0.28,16.18,Offline Store
Sunscreen,Cosmetics,Pune,1281.84,718.76,1.17,8.3,0.34,1246.57,0.27,17.57,Amazon
Remote Car,Toys,Chennai,247.53,114.42,1.11,4.9,0.41,258.02,0.23,8.38,Amazon
Organic Rice,Groceries,Chennai,945.48,462.11,1.24,7,0.88,1020.61,0.18,14.83,Offline Store
Sandals,Footwear,Delhi,1084.15,587.86,1.08,7.1,0.68,1073.38,0.18,28.47,Amazon
Perfume,Cosmetics,Pune,1241.57,800.67,1.57,8.7,0.91,1305.96,0.13,10.67,Flipkart
Mixer Grinder,Kitchen Appliances,Delhi,468.4,232.63,1.25,8.7,0.53,489.69,0.28,7.86,Amazon
Sneakers,Footwear,Bangalore,100.5,66.99,1.18,4.1,0.49,94.19,0.26,20.86,Flipkart
Air Fryer,Kitchen Appliances,Bangalore,417.88,240.31,1.16,4.4,0.69,431.64,0.17,24.09,Amazon
Puzzle,Toys,Kolkata,1690.71,1141.07,1.39,4.5,0.79,1558.11,0.14,25.82,Own Brand Website
Perfume,Cosmetics,Bangalore,1830.58,768.87,1.22,7.4,0.91,1856.47,0.26,28.07,Offline Store
Biography,Books,Ahmedabad,1086.18,675.75,1.41,7.7,0.64,1112.94,0.21,20.94,Own Brand Website
Foundation,Cosmetics,Lucknow,1059.88,494.7,1.43,5.7,0.38,1134.35,0.14,18.52,Flipkart
Sandals,Footwear,Hyderabad,1470.12,873.71,1.14,4.4,0.4,1344.44,0.16,18.1,Flipkart
Board Game,Toys,Bangalore,428.61,296.28,1.43,7.1,0.74,423.12,0.19,27.22,Offline Store
Microwave Oven,Kitchen Appliances,Lucknow,1471.68,848.36,1.57,7.6,0.56,1338.48,0.18,28.12,Offline Store
Dumbbells,Fitness Equipment,Delhi,184.83,84.17,1.49,5.6,0.42,196.5,0.21,18.71,Own Brand Website
Smartphone,Electronics,Mumbai,658.19,396.59,1.52,8.3,0.7,638.51,0.27,19.15,Flipkart
Fiction Novel,Books,Ahmedabad,1790.21,852.59,1.41,9.5,0.54,1951.78,0.18,15.94,Offline Store
Lipstick,Cosmetics,Chennai,1632.25,780.59,1.44,5.1,0.69,1722.34,0.11,7.21,Flipkart
Honey,Groceries,Pune,1875.31,1209.1,1.53,6.1,0.77,2062.19,0.19,26.17,Offline Store
Formal Shoes,Footwear,Ahmedabad,250.64,141.15,1.23,6.7,0.37,244.01,0.12,16.33,Amazon
Sandals,Footwear,Ahmedabad,939.41,468.68,1.57,3.6,0.84,912.15,0.14,11.81,Flipkart
Smartphone,Electronics,Kolkata,1813.6,1174.25,1.06,4,0.74,1747.37,0.28,24.66,Flipkart
Sweatshirt,Clothing,Lucknow,1762.57,807.01,1.13,9.5,0.56,1732.86,0.24,14.94,Flipkart
Headphones,Electronics,Ahmedabad,1762.86,1212.36,1.23,4.5,0.35,1662.15,0.13,5.73,Flipkart
Sweatshirt,Clothing,Kolkata,188.65,104.29,1.44,9.9,0.4,196.13,0.21,16.95,Amazon
Doll,Toys,Hyderabad,1471.5,693.95,1.22,5.7,0.42,1465.21,0.13,12.95,Flipkart
Remote Car,Toys,Hyderabad,315.01,129.4,1.25,7.3,0.4,346.1,0.15,5.57,Amazon
Perfume,Cosmetics,Ahmedabad,153.27,91.96,1.42,9.3,0.36,149.48,0.28,24.94,Flipkart
Organic Rice,Groceries,Chennai,543.55,362.54,1.42,4.9,0.33,543.27,0.24,11.72,Own Brand Website
Jeans,Clothing,Ahmedabad,420.6,177.74,1.51,3.4,0.7,442.74,0.26,21.34,Own Brand Website
Yoga Mat,Fitness Equipment,Jaipur,1340.31,726.75,1.28,4,0.65,1225.32,0.19,23.27,Flipkart
Children Book,Books,Mumbai,941.44,520.13,1.51,7.5,0.38,949.52,0.17,10.17,Amazon
Yoga Mat,Fitness Equipment,Ahmedabad,1331.14,686.8,1.47,7.1,0.37,1291.3,0.15,8.75,Flipkart
Lipstick,Cosmetics,Jaipur,1620.42,832.18,1.39,9.2,0.65,1542.02,0.26,15.89,Offline Store
Laptop,Electronics,Delhi,1171.29,785.5,1.32,5.3,0.77,1085.43,0.28,27.89,Own Brand Website
Formal Shoes,Footwear,Hyderabad,1200.87,535.93,1.3,6,0.49,1122.84,0.15,18.89,Own Brand Website
Resistance Bands,Fitness Equipment,Mumbai,1402.84,973.4,1.17,4.4,0.38,1526.01,0.18,28.1,Flipkart
Lamp,Home Decor,Delhi,1789.93,739.59,1.2,5.1,0.48,1763.2,0.2,23.95,Own Brand Website
